Game,Time,Team,TEAM,ENEMY,FGM,FG_PCT,FG3M,FG3_PCT,FTM,FT_PCT,OREB,DREB,AST,TOV,PF,PTS
55,4,25,SAC,LAL,37.22,-1.07,7.26,0.26,18.19,0.90,12.16,29.40,21.62,13.91,20.41,99.88
55,4,26,SAS,ORL,35.06,-0.99,6.17,0.03,18.39,0.72,10.99,30.56,20.58,12.29,19.13,94.68
55,4,27,SEA,LAC,33.45,0.50,6.16,0.60,16.92,2.13,9.52,30.07,17.50,14.33,17.53,89.98
55,4,28,TOR,HOU,37.93,-0.23,5.57,-0.05,19.47,0.46,11.05,29.92,18.68,12.43,19.09,100.89
55,4,29,UTA,MIN,42.09,0.20,5.58,0.39,21.29,2.19,9.14,32.96,21.79,12.62,22.06,111.04
55,4,30,WAS,GSW,37.53,1.30,8.33,3.05,16.55,2.19,10.61,33.32,16.99,12.95,18.38,99.95
55,5,1,ATL,WAS,32.10,1.03,8.05,1.60,17.90,2.22,13.75,26.25,18.26,13.83,14.32,90.17
55,5,2,BOS,MIN,38.63,-0.95,10.80,3.24,16.34,-0.61,12.21,29.91,21.25,17.58,19.74,104.40
55,5,3,CHA,POR,35.77,-0.66,9.59,0.82,20.61,0.13,10.00,28.45,22.31,16.62,20.27,101.74
55,5,4,CHI,ORL,34.33,-2.10,8.96,0.01,18.59,-0.03,12.26,29.74,21.35,13.91,20.49,96.20
55,5,5,CLE,TOR,37.96,-1.78,8.85,0.22,19.19,0.86,11.65,30.77,22.43,15.81,19.07,103.96
55,5,6,DAL,ORL,35.96,-0.81,7.48,0.88,19.06,0.00,10.79,31.36,23.90,14.80,19.14,98.46
55,5,7,DEN,GSW,34.21,-0.22,7.13,1.74,18.23,1.04,10.66,31.32,22.83,14.98,21.05,93.79
55,5,8,DET,CLE,33.22,-0.45,7.06,2.88,17.40,0.98,9.68,29.70,21.79,14.72,20.42,90.90
55,5,9,GSW,CHI,32.72,-1.34,6.23,1.92,16.97,1.10,12.08,30.51,20.12,16.53,19.12,88.63
55,5,10,HOU,SAS,32.97,-1.86,6.85,1.75,18.41,0.80,9.60,28.55,20.39,15.46,19.23,91.19
55,5,11,IND,SAC,33.80,-0.44,6.89,1.71,16.78,1.22,9.26,27.50,20.17,13.46,20.47,91.27
55,5,12,LAC,IND,33.69,-0.77,6.27,1.50,16.16,1.13,12.32,30.42,21.17,13.02,22.43,89.82
55,5,13,LAL,SAC,35.17,0.01,8.75,2.47,18.91,0.60,11.73,31.28,22.81,16.03,22.92,98.01
55,5,14,MEM,UTA,36.00,-1.53,7.28,2.00,17.46,0.77,11.06,28.77,22.61,14.95,19.14,96.73
55,5,15,MIA,ATL,34.77,-2.38,7.94,1.39,18.56,2.26,11.20,30.38,22.65,14.10,18.59,96.05
55,5,16,MIL,TOR,38.45,-1.62,8.94,2.14,18.25,0.82,12.79,29.85,22.74,15.76,19.70,104.08
55,5,17,MIN,BOS,37.62,-1.12,7.56,2.57,17.48,1.75,11.55,28.82,21.90,14.03,20.65,100.27
55,5,18,NJN,BOS,36.87,-0.68,9.77,2.10,17.80,0.98,11.13,32.82,22.48,15.26,21.27,101.30
55,5,19,NOK,CHI,36.42,-1.46,7.37,1.99,17.53,0.26,12.11,29.04,21.83,15.80,22.70,97.75
55,5,20,NYK,BOS,36.87,0.18,8.39,2.26,17.40,0.91,12.06,30.01,20.84,14.77,22.30,99.54
55,5,21,ORL,DEN,37.60,-1.22,8.99,1.71,18.03,1.06,12.60,34.50,19.75,15.44,20.26,102.22
55,5,22,PHI,MEM,41.70,-0.90,9.02,1.84,21.39,1.68,11.91,32.99,20.75,16.68,21.58,113.81
55,5,23,PHX,IND,42.41,-0.20,8.51,2.08,20.20,2.76,10.62,33.99,22.76,13.43,20.18,113.54
55,5,24,POR,CHA,42.31,-1.01,9.33,2.21,20.69,2.13,9.44,33.19,23.42,12.88,21.44,114.63
55,5,25,SAC,POR,40.87,-0.32,8.38,1.41,19.16,0.48,11.02,30.30,23.14,12.62,21.07,109.28
55,5,26,SAS,HOU,34.10,0.52,8.80,2.77,17.50,0.45,11.98,30.02,21.86,13.08,19.33,94.50
55,5,27,SEA,CHA,34.87,-0.49,7.52,2.59,17.04,2.32,9.44,29.19,21.92,14.54,16.26,94.31
55,5,28,TOR,MIL,35.00,-1.73,9.06,1.64,16.89,2.58,11.15,29.47,21.97,15.15,17.36,95.95
55,5,29,UTA,NOK,38.63,0.32,8.69,1.25,20.75,1.82,13.36,31.27,21.16,17.74,21.02,106.70
55,5,30,WAS,TOR,32.43,2.58,6.36,3.72,15.82,1.86,18.95,27.37,15.48,16.76,16.45,87.04
56,1,1,ATL,PHX,21.28,6.82,6.93,2.23,9.03,2.47,8.41,29.56,23.94,17.80,18.45,58.53
56,1,2,BOS,HOU,30.45,4.13,2.97,0.69,15.96,-0.51,8.17,31.61,22.09,13.97,19.77,79.83
56,1,3,CHA,TOR,34.88,0.35,5.20,1.02,16.66,1.22,9.55,31.19,22.51,16.94,19.49,91.61
56,1,4,CHI,CLE,34.84,1.14,3.94,-0.58,14.95,-0.67,8.75,31.12,23.90,15.39,20.74,88.57
56,1,5,CLE,MIA,36.60,1.38,4.47,0.10,14.32,2.07,9.39,30.05,23.73,14.83,20.85,91.99
56,1,6,DAL,ATL,37.45,2.14,5.05,-1.17,14.59,0.02,10.19,30.57,22.56,13.52,20.54,94.54
56,1,7,DEN,ORL,36.78,1.74,5.06,0.28,15.33,1.57,9.38,31.31,23.72,13.65,20.44,93.96
56,1,8,DET,MIA,34.72,2.41,4.68,-0.35,16.35,1.80,9.14,32.09,22.69,12.84,19.67,90.46
56,1,9,GSW,LAC,33.66,1.83,4.59,-0.21,14.12,1.34,9.08,30.32,22.48,14.05,20.99,86.02
56,1,10,HOU,BOS,32.16,0.78,5.35,-0.10,14.14,1.12,8.83,26.69,21.91,14.41,19.19,83.82
56,1,11,IND,PHX,32.04,0.77,7.01,-0.88,15.37,-0.81,10.74,26.23,21.55,13.96,19.94,86.46
56,1,12,LAC,CHA,34.13,1.93,7.43,-1.42,20.11,-0.84,10.49,28.07,21.92,12.31,20.23,95.80
56,1,13,LAL,BOS,37.71,4.80,7.73,0.03,19.44,0.24,11.22,34.60,23.86,14.83,20.68,102.59
56,1,14,MEM,GSW,38.78,4.10,7.66,-0.71,17.18,1.92,11.65,35.81,24.33,15.43,19.78,102.39
56,1,15,MIA,NYK,38.88,1.94,6.28,0.64,15.08,0.40,10.96,31.53,23.14,14.01,20.36,99.13
56,1,16,MIL,NYK,36.51,3.81,6.11,-0.28,15.98,2.70,9.36,34.61,22.72,12.99,19.76,95.11
56,1,17,MIN,WAS,36.96,1.52,5.34,-1.06,16.67,1.33,10.50,33.29,24.39,12.96,20.67,95.92
56,1,18,NJN,SAC,36.17,3.25,6.86,0.26,16.76,1.33,12.17,33.65,23.75,13.54,22.29,95.96
56,1,19,NOK,SEA,35.97,1.54,8.44,-1.61,18.04,0.50,12.54,32.05,21.51,14.68,18.84,98.41
56,1,20,NYK,MIL,34.18,-0.18,7.65,-0.16,17.39,-0.05,11.29,29.48,24.09,15.45,20.33,93.41
56,1,21,ORL,DET,35.33,1.14,5.43,-0.66,17.76,0.07,9.24,28.12,23.23,15.72,22.23,93.84
56,1,22,PHI,MIL,36.03,0.81,5.30,-1.15,15.32,1.15,9.27,29.52,22.72,17.61,21.09,92.68
56,1,23,PHX,ATL,35.57,1.13,5.48,0.36,16.05,0.99,9.11,29.63,24.09,15.87,21.19,92.68
56,1,24,POR,LAL,36.53,2.92,5.85,1.11,16.02,0.79,8.35,31.98,23.68,14.15,20.86,94.93
56,1,25,SAC,PHI,36.94,2.86,4.49,0.26,16.09,1.26,8.59,32.66,22.13,14.62,19.68,94.46
56,1,26,SAS,SEA,37.16,3.70,5.36,-0.18,16.10,0.06,9.59,32.66,23.39,13.66,19.63,95.79
56,1,27,SEA,POR,36.31,2.57,5.48,0.46,15.10,0.49,9.61,32.26,22.83,14.09,20.37,93.19
56,1,28,TOR,CHA,36.50,1.46,4.98,0.23,14.90,1.07,8.81,31.30,21.78,15.45,20.09,92.88
56,1,29,UTA,LAL,35.55,6.02,4.27,1.60,14.85,4.43,8.92,31.09,24.97,16.91,22.93,90.22
56,1,30,WAS,MIA,25.12,9.37,2.92,2.46,12.05,4.06,6.42,30.94,21.49,16.20,19.37,65.22
56,2,1,ATL,DAL,30.02,5.68,4.04,3.22,11.95,3.17,6.51,31.09,21.58,18.05,18.66,76.03
56,2,2,BOS,NYK,38.33,1.23,9.67,0.24,16.97,0.44,7.59,34.29,20.87,16.47,19.01,103.31
56,2,3,CHA,LAC,36.15,-1.19,7.39,0.28,17.04,2.16,10.33,32.58,22.34,16.60,20.75,96.73
56,2,4,CHI,WAS,35.53,1.12,8.27,-0.02,15.82,0.77,9.47,32.86,21.65,14.80,21.51,95.16
56,2,5,CLE,NOK,36.37,1.70,6.62,0.61,14.85,2.11,8.71,32.94,20.97,14.35,21.22,94.22
56,2,6,DAL,MIN,36.13,0.41,6.69,0.60,15.23,2.08,8.76,31.06,21.95,16.15,20.43,94.18
56,2,7,DEN,HOU,34.98,1.24,6.29,0.88,16.80,0.69,9.05,30.25,23.06,15.49,22.13,93.05
56,2,8,DET,MEM,34.75,0.57,7.08,0.11,15.74,0.73,9.44,30.45,21.63,16.29,21.47,92.33
56,2,9,GSW,LAL,34.95,2.45,6.42,0.22,14.37,1.38,9.03,32.79,21.00,16.13,20.24,90.70
56,2,10,HOU,TOR,32.58,1.51,7.33,0.05,14.93,1.79,8.84,31.31,19.97,12.69,21.08,87.42
56,2,11,IND,PHX,32.67,0.04,6.50,-0.36,17.72,1.84,10.41,30.53,20.34,10.78,18.79,89.57
56,2,12,LAC,SEA,34.35,0.54,4.66,-0.29,20.24,-0.30,11.06,28.46,21.44,13.03,20.87,93.60
56,2,13,LAL,GSW,35.08,2.31,6.92,-0.10,19.35,0.89,12.40,31.94,23.41,14.85,21.28,96.43
56,2,14,MEM,POR,36.02,0.25,10.16,-0.16,18.87,0.83,11.61,32.14,22.86,16.58,21.71,101.07
56,2,15,MIA,WAS,34.47,2.50,7.14,0.32,16.59,0.69,10.15,29.58,21.34,15.03,20.97,92.67
56,2,16,MIL,PHI,32.26,0.64,7.87,-0.98,16.43,1.25,8.81,31.75,21.99,16.55,21.65,88.82
56,2,17,MIN,DAL,31.62,-0.24,7.01,1.04,16.01,0.96,9.08,30.56,22.78,14.90,22.32,86.25
56,2,18,NJN,NYK,33.45,3.60,6.55,0.29,16.00,0.81,8.42,31.30,23.44,14.56,21.08,89.47
56,2,19,NOK,CLE,33.92,0.11,6.60,-0.86,16.39,1.71,9.33,32.54,22.75,13.01,20.54,90.83
56,2,20,NYK,NJN,33.18,0.84,5.54,0.08,17.93,0.65,10.91,32.64,22.55,11.58,21.63,89.83
56,2,21,ORL,HOU,35.86,0.53,5.71,-0.68,19.61,1.78,11.24,33.72,20.99,13.32,22.05,97.04
56,2,22,PHI,SAC,38.58,-0.51,7.09,-0.38,18.34,2.46,11.38,34.31,20.26,12.88,20.64,102.59
56,2,23,PHX,IND,38.74,0.79,7.81,0.66,18.64,2.22,10.79,30.93,21.73,14.99,21.76,103.93
56,2,24,POR,MEM,39.06,2.50,8.08,0.59,17.59,0.80,11.47,31.77,22.55,14.92,22.16,103.79
56,2,25,SAC,CHA,37.29,1.22,8.24,0.44,19.04,1.10,11.21,31.03,21.58,14.38,21.28,101.87
56,2,26,SAS,TOR,34.00,1.59,8.41,0.06,16.46,0.78,10.08,31.86,21.67,13.62,20.82,92.86
56,2,27,SEA,LAC,32.73,1.13,7.15,0.99,17.13,0.97,9.73,31.00,20.86,14.23,20.37,89.74
56,2,28,TOR,SAS,34.80,0.96,5.88,-0.04,16.51,-0.42,10.02,30.11,21.25,15.01,20.64,92.00
56,2,29,UTA,MEM,37.16,4.70,2.91,1.40,15.30,2.57,10.51,32.64,24.48,16.79,22.66,92.53
56,2,30,WAS,ATL,31.92,6.55,5.76,1.85,8.81,1.59,8.90,31.51,21.03,19.33,18.87,78.40
56,3,1,ATL,NOK,38.28,4.69,6.91,1.96,14.91,3.49,7.78,30.54,23.94,15.18,18.50,98.37
56,3,2,BOS,NJN,42.81,-1.11,13.65,-0.13,18.07,-0.84,7.82,35.62,22.35,13.80,18.15,117.35
56,3,3,CHA,SAC,38.52,-0.88,10.05,-1.19,18.18,0.35,11.71,32.75,22.62,14.52,21.26,105.26
56,3,4,CHI,DET,36.56,1.50,6.79,-0.60,17.25,0.80,9.98,31.96,20.37,14.06,21.02,97.17
56,3,5,CLE,DAL,35.87,0.18,6.49,-0.38,17.78,0.44,11.18,33.02,18.81,14.46,19.78,96.01
56,3,6,DAL,CLE,38.63,-0.56,7.09,0.31,18.13,1.06,10.27,33.67,20.58,12.02,19.53,102.48
56,3,7,DEN,NOK,39.17,1.64,5.17,0.11,17.64,0.85,10.02,34.00,21.41,12.73,20.94,101.15
56,3,8,DET,GSW,38.51,1.12,6.27,0.10,16.82,1.63,10.19,32.27,20.49,13.05,19.89,100.11
56,3,9,GSW,MIL,37.36,0.69,6.49,0.28,16.50,1.19,9.43,31.41,20.10,13.77,19.35,97.72
56,3,10,HOU,DEN,34.22,0.74,6.53,-0.00,15.70,1.25,10.62,29.09,19.12,14.55,17.76,90.66
56,3,11,IND,LAC,29.22,-0.18,6.26,0.24,16.53,0.96,11.06,26.98,21.00,11.91,19.68,81.23
56,3,12,LAC,SEA,30.28,0.07,5.28,-0.68,16.42,1.13,11.40,26.75,22.00,10.10,19.89,82.26
56,3,13,LAL,UTA,34.69,0.75,6.84,-1.32,15.67,0.62,9.85,31.34,22.43,13.64,22.27,91.90
56,3,14,MEM,DEN,38.27,-0.35,8.57,-0.04,17.53,1.16,8.82,31.01,20.68,15.01,21.69,102.65
56,3,15,MIA,DET,35.69,-0.15,7.43,-1.21,18.78,0.83,11.14,29.93,19.35,12.01,19.58,97.59
56,3,16,MIL,GSW,39.81,-0.43,8.43,-0.67,17.50,0.22,11.67,31.71,19.31,14.06,20.36,105.55
56,3,17,MIN,UTA,35.95,1.48,7.86,0.24,18.40,0.64,9.83,29.69,21.27,13.46,21.36,98.17
56,3,18,NJN,WAS,37.29,0.97,9.20,-0.09,19.38,1.23,10.94,29.86,22.03,12.97,21.37,103.17
56,3,19,NOK,ATL,36.29,-0.58,7.88,1.02,20.06,1.80,11.14,29.37,21.00,14.13,19.64,100.53
56,3,20,NYK,MIA,34.25,0.79,8.13,0.40,18.99,1.18,10.61,29.78,21.18,15.60,20.98,95.61
56,3,21,ORL,CHI,33.23,-0.40,7.22,0.56,17.01,0.55,10.51,31.91,20.62,14.29,19.91,90.69
56,3,22,PHI,PHX,34.92,-0.07,5.55,-0.09,15.79,0.53,11.25,31.53,19.67,16.30,19.78,91.18
56,3,23,PHX,PHI,34.89,1.06,6.60,0.26,16.04,0.71,10.98,29.83,20.19,14.26,20.24,92.42
56,3,24,POR,SEA,36.66,1.71,7.64,-0.37,18.00,-0.20,11.63,30.92,22.38,14.25,20.07,98.95
56,3,25,SAC,LAL,36.26,0.60,7.92,-0.86,17.94,0.08,10.78,30.83,21.88,14.37,21.14,98.39
56,3,26,SAS,ORL,33.79,1.27,7.38,-0.97,18.62,-0.11,10.65,31.02,20.53,12.87,19.85,93.58
56,3,27,SEA,LAC,33.31,0.61,6.86,0.39,17.95,2.05,10.17,31.30,18.07,14.34,19.02,91.43
56,3,28,TOR,HOU,37.41,-0.24,5.76,0.09,18.61,0.96,10.15,29.60,18.75,12.63,19.05,99.20
56,3,29,UTA,MIN,42.19,1.44,3.00,0.03,20.13,1.78,8.89,31.09,21.79,14.86,23.00,107.51
56,3,30,WAS,GSW,36.22,2.53,6.25,1.90,16.31,1.41,5.53,31.34,19.28,17.82,18.90,94.99
56,4,1,ATL,WAS,34.35,3.78,7.98,1.73,19.00,1.87,9.26,26.65,21.12,15.25,17.90,95.68
56,4,2,BOS,MIN,40.81,-0.04,11.11,0.55,18.71,-0.21,9.09,30.10,21.30,16.02,19.48,111.44
56,4,3,CHA,POR,35.99,-0.55,7.51,-0.24,20.48,1.13,9.64,27.77,22.49,15.57,20.57,99.96
56,4,4,CHI,ORL,34.32,-0.15,7.89,-0.13,18.74,1.03,10.28,29.57,20.98,13.55,19.32,95.28
56,4,5,CLE,TOR,39.75,0.66,7.57,-0.58,19.24,1.01,10.09,31.31,19.65,15.40,17.65,106.31
56,4,6,DAL,ORL,36.45,0.36,6.44,0.97,19.05,1.61,10.09,31.32,19.74,15.33,18.26,98.40
56,4,7,DEN,GSW,34.12,0.16,6.12,0.81,18.60,1.56,10.87,30.43,19.65,14.78,19.36,92.95
56,4,8,DET,CLE,33.26,-0.22,5.88,0.45,17.32,0.94,9.72,29.32,20.55,15.33,19.21,89.73
56,4,9,GSW,CHI,33.01,-0.34,6.18,0.64,17.38,1.73,9.69,29.80,19.15,16.62,18.10,89.57
56,4,10,HOU,SAS,32.16,-0.62,5.56,0.17,17.01,1.45,8.81,28.78,18.30,14.13,17.45,86.89
56,4,11,IND,SAC,32.86,-0.77,5.38,-0.21,15.62,1.48,9.37,27.70,21.02,13.22,19.08,86.73
56,4,12,LAC,IND,32.91,-0.61,4.65,-0.55,16.37,1.15,10.74,28.56,23.40,12.47,21.34,86.84
56,4,13,LAL,SAC,34.21,1.23,6.27,0.22,18.81,0.71,10.99,30.47,22.65,14.53,20.62,93.50
56,4,14,MEM,UTA,34.12,1.24,7.05,-0.09,17.97,0.94,10.70,27.92,19.42,15.56,20.05,93.27
56,4,15,MIA,ATL,33.37,-0.63,7.40,0.61,18.63,1.68,10.47,29.38,17.76,12.18,17.74,92.77
56,4,16,MIL,TOR,38.53,0.10,6.85,1.05,18.50,1.76,10.84,28.96,19.86,14.66,17.55,102.41
56,4,17,MIN,BOS,37.89,0.93,7.70,0.25,17.22,0.71,11.29,29.47,22.23,13.92,19.04,100.70
56,4,18,NJN,BOS,35.85,0.86,8.66,0.59,17.63,0.05,10.98,31.66,19.68,12.82,19.82,97.99
56,4,19,NOK,CHI,36.02,-0.30,5.27,1.16,16.94,1.90,10.38,28.11,19.01,15.60,19.70,94.25
56,4,20,NYK,BOS,35.33,0.03,7.35,0.95,16.69,1.39,9.68,30.55,20.10,13.43,20.15,94.70
56,4,21,ORL,DEN,38.36,-0.56,7.83,1.49,17.85,2.09,9.75,34.22,21.67,15.73,19.66,102.41
56,4,22,PHI,MEM,42.10,0.39,7.17,0.51,21.17,1.51,9.94,33.19,21.13,16.08,18.47,112.53
56,4,23,PHX,IND,42.42,1.44,7.86,-0.24,21.36,1.79,8.85,32.45,21.76,13.25,19.42,114.06
56,4,24,POR,CHA,43.46,-0.77,7.26,0.21,20.34,1.73,10.61,32.61,23.36,11.15,20.19,114.51
56,4,25,SAC,POR,41.00,-0.11,7.03,0.21,20.01,2.01,10.96,30.15,22.46,12.24,19.35,109.04
56,4,26,SAS,HOU,34.57,1.98,7.54,0.30,17.94,0.89,11.09,29.85,20.91,12.24,19.10,94.62
56,4,27,SEA,CHA,34.95,0.23,6.37,0.62,17.21,1.86,10.47,29.35,18.03,13.91,17.12,93.49
56,4,28,TOR,MIL,36.00,-1.96,6.65,0.66,19.05,1.57,9.60,28.61,18.48,12.42,18.05,97.71
56,4,29,UTA,NOK,41.34,0.73,6.64,0.37,21.24,2.41,9.36,32.51,21.09,14.43,20.99,110.57
56,4,30,WAS,TOR,38.15,1.88,7.45,2.98,16.67,1.97,10.92,32.45,18.20,13.71,18.58,100.42
56,5,1,ATL,NYK,29.43,1.59,8.86,2.39,15.08,1.93,16.70,28.68,17.13,16.80,13.78,82.80
56,5,2,BOS,HOU,35.22,-1.42,8.47,2.67,17.81,-0.98,13.77,28.02,21.54,17.42,17.59,96.72
56,5,3,CHA,SEA,33.10,-0.48,8.75,1.54,17.46,1.08,11.86,28.06,21.14,16.06,21.71,92.42
56,5,4,CHI,GSW,35.77,-1.47,9.44,1.78,17.09,1.34,12.53,31.48,21.85,15.01,18.98,98.06
56,5,5,CLE,HOU,37.33,-1.85,9.08,0.56,17.66,1.14,10.71,31.42,22.14,16.08,18.84,101.40
56,5,6,DAL,NJN,36.40,-1.28,7.99,0.44,17.22,0.67,10.70,30.32,21.31,16.18,19.32,98.01
56,5,7,DEN,DET,34.22,-0.40,9.02,1.19,16.47,1.45,12.00,31.57,22.37,14.83,20.00,93.92
56,5,8,DET,DEN,34.69,-0.81,6.86,2.20,16.54,1.52,11.51,30.06,20.86,15.79,19.38,92.78
56,5,9,GSW,NYK,34.73,-0.93,6.96,1.79,15.43,0.78,11.61,30.53,19.77,14.51,17.87,91.84
56,5,10,HOU,CLE,32.42,-1.88,8.10,0.59,15.45,1.72,10.53,30.56,18.83,15.42,18.08,88.38
56,5,11,IND,UTA,30.95,-0.73,6.58,0.95,15.16,0.79,9.28,28.30,19.27,13.87,20.37,83.63
56,5,12,LAC,SAS,30.33,0.09,5.80,1.92,14.44,0.60,9.27,28.58,21.09,14.49,21.37,80.89
56,5,13,LAL,PHX,36.08,0.40,8.60,2.54,16.74,1.55,11.87,30.99,21.94,16.81,21.63,97.51
56,5,14,MEM,PHI,38.67,-1.81,9.06,2.26,16.85,1.52,13.23,30.24,23.06,14.72,17.98,103.26
56,5,15,MIA,CHI,40.31,-1.79,9.91,0.50,19.24,-0.14,9.72,31.86,22.55,12.95,18.52,109.78
56,5,16,MIL,CHI,42.64,-1.51,10.29,-0.10,21.28,1.04,10.13,31.83,22.49,13.66,19.41,116.85
56,5,17,MIN,LAL,42.17,-1.52,7.04,1.95,18.66,1.69,10.46,33.31,23.82,13.35,20.39,110.03
56,5,18,NJN,PHI,36.60,-1.18,8.60,1.42,18.16,0.58,11.25,33.41,22.58,14.34,19.18,99.96
56,5,19,NOK,UTA,35.63,-1.26,6.45,1.12,16.84,1.26,12.00,28.77,22.09,14.31,18.68,94.55
56,5,20,NYK,GSW,33.54,-0.11,8.35,2.11,16.97,0.49,9.65,32.20,20.48,14.57,19.62,92.40
56,5,21,ORL,SAS,34.28,-1.27,7.77,2.24,16.06,0.49,10.80,32.66,19.77,16.88,20.34,92.38
56,5,22,PHI,NJN,35.45,-0.84,7.70,0.76,15.86,1.36,13.33,31.94,20.09,17.02,21.84,94.45
56,5,23,PHX,LAL,34.37,-1.27,7.66,0.02,18.26,1.28,11.91,30.95,19.98,14.78,20.99,94.66
56,5,24,POR,SAC,34.89,-1.29,7.85,1.13,19.95,0.80,12.90,30.29,22.42,14.40,23.13,97.56
56,5,25,SAC,IND,34.67,-1.76,7.41,1.07,17.77,1.16,11.65,28.52,22.88,13.86,21.88,94.52
56,5,26,SAS,LAC,35.32,-1.63,8.00,1.50,17.39,1.85,11.47,30.48,23.53,14.58,20.55,96.04
56,5,27,SEA,NYK,35.02,-2.34,8.68,0.57,16.37,0.73,11.23,30.51,22.67,14.41,18.73,95.09
56,5,28,TOR,CLE,35.85,-0.76,8.73,0.64,17.40,1.17,11.42,29.92,21.96,13.12,19.44,97.84
56,5,29,UTA,CHA,39.95,1.42,8.69,0.82,19.56,1.33,14.15,32.12,21.52,17.18,20.24,108.16
56,5,30,WAS,ATL,29.82,2.92,7.13,3.86,15.28,2.28,19.15,27.00,15.51,17.75,15.34,82.05
57,1,1,ATL,DAL,21.55,9.17,6.00,2.48,8.90,3.16,8.14,28.55,22.49,16.37,15.61,58.01
57,1,2,BOS,NYK,32.22,5.30,3.99,-0.27,15.65,0.53,7.07,31.51,22.30,14.58,18.94,84.07
57,1,3,CHA,LAC,35.01,-0.08,4.82,0.08,17.52,2.09,9.70,30.03,23.26,15.07,20.08,92.36
57,1,4,CHI,WAS,36.23,1.39,4.36,-0.79,17.07,0.42,9.43,31.60,22.80,12.30,19.97,93.89
57,1,5,CLE,NOK,37.27,1.86,4.91,-1.50,13.85,1.86,8.32,34.15,21.83,14.08,20.26,93.30
57,1,6,DAL,MIN,37.61,0.92,4.69,-0.27,12.73,1.69,8.29,33.43,23.11,15.69,20.26,92.65
57,1,7,DEN,HOU,37.27,1.74,3.09,0.26,14.42,1.28,7.65,33.45,24.00,15.15,21.10,92.06
57,1,8,DET,MEM,37.34,1.44,3.05,-1.03,14.38,1.32,7.97,33.34,22.83,14.93,20.32,92.11
57,1,9,GSW,LAL,36.58,3.21,3.77,-0.58,13.10,1.94,8.20,34.56,22.65,14.74,20.09,90.03
57,1,10,HOU,TOR,35.13,2.27,4.47,0.03,12.52,2.40,8.12,31.82,21.50,12.81,20.74,87.24
57,1,11,IND,PHX,34.21,1.55,5.47,-1.50,15.42,1.79,8.70,29.26,20.86,10.62,20.08,89.31
57,1,12,LAC,SEA,32.93,0.95,6.19,-0.26,16.17,-0.68,9.47,27.46,22.75,12.53,20.32,88.21
57,1,13,LAL,GSW,32.90,2.69,7.11,0.21,17.24,0.99,10.72,31.06,23.30,13.36,20.61,90.15
57,1,14,MEM,POR,33.81,0.57,6.17,-0.45,18.88,0.91,11.22,29.73,22.87,13.99,20.16,92.67
57,1,15,MIA,WAS,34.54,3.31,6.60,0.47,15.86,1.22,11.14,28.72,21.30,14.14,20.40,91.54
57,1,16,MIL,PHI,33.09,1.78,5.12,-1.07,14.83,-0.03,9.41,29.68,21.10,14.27,20.64,86.14
57,1,17,MIN,DAL,34.01,0.46,4.46,1.07,14.82,1.63,9.55,28.58,20.82,14.62,20.23,87.31
57,1,18,NJN,NYK,34.08,3.98,4.92,-0.37,14.56,-0.43,8.08,30.70,22.03,13.46,19.09,87.63
57,1,19,NOK,CLE,34.52,0.96,7.33,-0.49,15.83,1.48,7.93,32.77,22.38,13.71,18.51,92.20
57,1,20,NYK,NJN,33.89,0.80,7.52,0.41,17.59,1.76,9.53,30.61,21.75,12.45,20.13,92.88
57,1,21,ORL,HOU,35.70,1.16,6.97,-1.90,18.63,1.52,9.67,32.30,22.11,11.72,20.99,96.99
57,1,22,PHI,SAC,38.22,-0.13,6.08,-0.80,16.71,2.26,10.01,34.66,22.31,12.08,20.44,99.22
57,1,23,PHX,IND,39.42,1.69,7.03,0.61,16.09,2.73,10.49,32.26,21.94,14.87,20.48,101.95
57,1,24,POR,MEM,39.13,1.49,6.65,-0.54,15.37,1.54,11.31,32.24,23.12,13.06,20.32,100.28
57,1,25,SAC,CHA,37.95,1.96,6.33,-0.43,17.95,1.25,10.31,30.28,22.98,14.13,20.23,100.17
57,1,26,SAS,TOR,36.14,2.07,5.87,-0.72,15.85,0.48,10.55,31.51,21.69,12.59,19.53,94.00
57,1,27,SEA,LAC,35.12,1.77,5.73,1.05,16.29,1.10,9.06,29.49,19.74,14.25,18.57,92.27
57,1,28,TOR,SAS,36.10,2.46,3.77,0.46,13.99,0.12,9.22,30.43,20.84,13.74,19.71,89.95
57,1,29,UTA,MEM,38.26,6.18,2.90,2.12,13.66,3.20,7.64,34.31,25.52,16.32,22.44,93.08
57,1,30,WAS,ATL,28.78,9.29,2.88,2.05,11.28,4.06,5.26,32.87,21.57,17.90,19.67,71.73
57,2,1,ATL,NOK,35.10,4.51,4.18,2.38,11.74,4.41,7.14,31.36,21.61,16.82,18.86,86.11
57,2,2,BOS,NJN,40.69,0.70,12.41,0.24,18.26,1.07,7.87,34.53,21.84,11.92,18.78,112.04
57,2,3,CHA,SAC,38.60,-0.64,8.92,0.05,19.35,0.74,11.62,31.29,22.57,12.10,20.95,105.47
57,2,4,CHI,DET,37.34,1.14,7.00,0.36,17.97,0.79,10.75,31.86,21.25,14.76,21.65,99.66
57,2,5,CLE,DAL,36.75,0.50,7.90,-0.09,15.13,0.75,10.52,32.49,20.35,15.21,20.57,96.53
57,2,6,DAL,CLE,36.97,1.05,8.00,1.00,14.60,2.23,9.20,33.76,21.34,14.41,20.88,96.54
